,id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minDHW,minTHW,minTTC,min_xVelocity,max_xVelocity,mean_xVelocity,min_yVelocity,max_yVelocity,mean_yVelocity,min_xAcceleration,max_xAcceleration,mean_xAcceleration,min_yAcceleration,max_yAcceleration,mean_yAcceleration,min_frontSightDistance,max_frontSightDistance,min_backSightDistance,max_backSightDistance,min_precedingXVelocity,max_precedingXVelocity,mean_laneId,numLaneChanges
786,787,6.06,2.73,9103,9502,400,0,2,408.23,35.56,1.33,-1.0,24.08,27.45,25.59,-0.13,0.08,0.0,0.1,0.27,0.21,-0.07,0.09,-0.0,-2.78,406.72,4.08,413.6,0.0,36.38,8.0,0
787,788,17.28,2.5,9134,9531,398,0,1,405.5,-1.0,-1.0,-1.0,-27.08,-23.67,-25.54,-0.12,0.06,-0.03,0.08,0.41,0.22,-0.05,0.04,0.01,-8.82,399.93,11.42,419.15,0.0,0.0,2.0,0
788,789,4.85,1.82,9155,9451,297,1,2,403.44,287.67,8.75,-1.0,32.86,36.38,34.1,-0.16,1.1,0.24,0.03,0.59,0.3,-0.09,0.34,0.08,3.94,407.47,3.68,406.66,0.0,35.06,7.07,1
789,790,5.26,2.02,9175,9499,325,1,1,407.83,33.37,1.1,-1.0,-33.74,-29.3,-31.48,-0.19,0.09,-0.04,0.23,0.41,0.34,-0.08,0.05,-0.0,-1.88,406.26,5.15,412.38,-35.23,0.0,3.0,0
790,791,4.65,1.82,9180,9456,277,1,1,401.58,108.76,2.99,64.58,-37.77,-34.04,-36.39,-0.97,0.18,-0.3,-0.18,0.55,0.32,-0.25,-0.01,-0.1,3.94,406.99,4.4,406.36,-36.04,0.0,3.88,1
791,792,17.08,2.5,9200,9637,438,0,1,405.83,53.91,2.2,-1.0,-24.53,-21.67,-23.22,-0.11,0.04,-0.05,-0.03,0.28,0.16,-0.06,0.05,-0.0,-8.82,400.24,11.22,419.05,-26.66,0.0,2.0,0
792,793,4.85,1.92,9202,9498,297,1,2,409.48,56.03,1.6,288.34,32.64,37.31,34.6,-0.06,0.11,0.01,0.21,0.59,0.39,-0.06,0.05,-0.0,-1.67,406.77,4.48,412.43,0.0,36.1,7.0,0
793,794,4.75,1.92,9225,9505,281,1,1,408.17,60.37,1.64,74.68,-37.93,-35.48,-36.47,-0.18,0.09,-0.05,-0.29,0.46,0.15,-0.08,0.07,0.01,-1.32,406.54,4.9,411.87,-37.73,0.0,4.0,0
794,795,17.38,2.5,9226,9628,403,0,2,408.54,102.65,4.27,-1.0,23.99,27.2,25.42,-0.25,0.16,0.0,0.06,0.29,0.2,-0.14,0.15,-0.02,-9.3,400.75,10.55,419.83,0.0,27.45,8.0,0
795,796,4.45,1.82,9247,9537,291,1,2,410.55,52.33,1.45,75.95,33.46,37.04,35.41,-0.11,0.14,0.05,0.18,0.44,0.31,-0.12,0.07,0.01,-1.36,408.23,3.29,412.03,0.0,37.31,7.0,0
796,797,5.05,2.02,9251,9536,286,1,2,409.94,-1.0,-1.0,-1.0,35.57,37.4,35.99,-0.04,0.11,0.04,-0.25,0.66,0.16,-0.06,0.04,0.0,-2.07,406.82,4.72,412.68,0.0,0.0,6.0,0
797,798,4.45,1.82,9260,9555,296,1,1,409.04,49.17,1.36,16.18,-35.98,-33.11,-34.68,-0.85,0.13,-0.27,0.07,0.36,0.24,-0.11,0.2,0.08,-1.52,407.67,3.89,411.92,-37.68,0.0,3.17,1
798,799,4.35,1.92,9281,9576,296,1,2,409.39,39.66,1.19,-1.0,33.1,37.41,34.71,-0.1,0.22,0.04,0.13,0.65,0.37,-0.04,0.09,0.02,-1.77,406.61,5.0,412.32,0.0,37.04,7.0,0
799,800,4.9,1.92,9281,9577,297,1,1,407.68,23.98,0.68,47.37,-35.22,-32.81,-34.44,-1.27,0.08,-0.35,-0.05,0.47,0.2,-0.31,0.37,0.06,-1.74,406.36,5.26,411.97,-37.02,0.0,3.17,1
800,801,10.11,2.5,9298,9699,402,0,1,406.27,19.29,0.74,-1.0,-26.97,-23.78,-25.34,-0.17,0.06,-0.03,0.13,0.28,0.2,-0.05,0.06,0.01,-5.27,402.98,8.54,415.51,-35.73,0.0,3.0,0
801,802,4.95,1.92,9302,9617,316,1,1,409.19,25.4,0.73,-1.0,-34.62,-31.05,-32.49,-1.25,0.13,-0.4,-0.15,0.57,0.26,-0.4,0.46,0.02,-2.24,407.1,4.4,412.48,-36.64,0.0,3.38,1
802,803,3.94,1.82,9317,9602,286,1,2,411.44,33.87,0.92,21.34,35.25,37.09,36.11,-0.12,0.15,0.04,-0.04,0.35,0.16,-0.08,0.13,0.01,-1.72,408.74,2.51,412.18,0.0,37.41,7.0,0
803,804,21.53,2.5,9322,9713,392,0,1,378.02,50.39,2.16,29.22,-26.11,-23.16,-24.22,-0.16,0.19,-0.0,-0.91,0.63,0.15,-0.07,0.11,0.01,-10.54,369.95,41.49,420.66,-23.83,0.0,2.0,0
804,805,4.95,2.12,9325,9613,289,1,1,409.64,25.24,0.72,15.0,-36.89,-34.02,-35.57,-0.17,0.11,-0.03,-0.66,0.04,-0.25,-0.12,0.09,-0.02,-1.57,407.68,3.59,411.87,-36.28,0.0,4.0,0
805,806,4.24,1.92,9326,9727,402,1,1,408.8,22.12,0.89,26.64,-27.81,-23.42,-25.49,-0.16,0.09,-0.03,0.13,0.42,0.27,-0.08,0.07,-0.01,-1.33,407.78,3.54,411.52,-26.74,0.0,3.0,0
806,807,4.75,2.22,9344,9635,292,1,1,401.51,20.3,0.58,12.8,-35.21,-33.05,-34.51,-1.09,0.08,-0.3,-0.42,0.59,0.15,-0.25,0.06,-0.09,4.45,407.14,3.99,405.86,-36.89,0.0,3.92,1
807,808,4.55,1.92,9350,9734,385,1,1,402.39,10.12,0.38,3.22,-27.56,-25.2,-26.21,-0.14,0.95,0.14,-0.38,0.5,0.05,-0.1,0.31,0.06,3.31,406.98,4.24,406.92,-27.46,0.0,3.04,1
808,809,4.14,1.82,9361,9643,283,1,2,410.38,57.3,1.55,165.37,34.9,37.96,36.4,-0.11,0.18,0.01,0.1,0.46,0.27,-0.11,0.04,-0.02,-1.41,407.88,2.86,411.97,0.0,37.09,7.0,0
809,810,3.94,1.82,9374,9773,400,1,1,407.84,19.49,0.76,30.38,-27.28,-23.58,-25.56,-0.28,0.18,-0.01,-0.01,0.44,0.23,-0.09,0.15,0.01,-1.48,405.01,4.85,411.82,-27.55,0.0,3.0,0
810,811,4.75,2.12,9378,9678,301,1,1,407.67,40.83,1.23,106.41,-34.35,-33.06,-33.99,-0.18,0.03,-0.06,-0.4,0.15,-0.1,-0.04,0.06,0.01,-1.78,404.64,5.36,412.17,-36.89,0.0,4.0,0
811,812,6.27,2.43,9402,9793,392,1,1,408.05,14.23,0.57,10.65,-29.34,-24.77,-26.1,-0.22,0.13,-0.02,-0.13,0.68,0.28,-0.05,0.1,0.02,-2.54,404.74,5.26,412.73,-27.02,0.0,3.0,0
812,813,7.48,2.22,9411,9657,247,1,2,411.44,200.15,4.78,45.01,38.63,45.25,41.84,-0.14,0.05,-0.02,0.49,0.73,0.67,-0.04,0.07,0.01,-3.49,404.24,5.96,413.98,0.0,37.4,6.0,0
813,814,11.42,2.5,9428,9887,460,0,1,404.22,121.49,5.29,-1.0,-22.97,-21.27,-22.02,-0.18,0.09,-0.03,-0.12,0.16,0.08,-0.05,0.07,0.01,-5.19,401.29,8.74,415.0,-24.71,0.0,2.0,0
814,815,4.85,1.82,9434,9715,282,1,2,401.12,132.13,3.63,14.33,33.64,38.1,35.71,-0.27,0.18,-0.1,0.32,0.49,0.4,-0.1,0.05,-0.04,4.7,406.16,4.25,405.8,0.0,27.2,8.0,0
815,816,5.26,2.12,9439,9765,327,1,1,407.06,26.72,0.88,6.98,-32.1,-29.75,-31.23,-0.17,0.03,-0.06,-0.14,0.68,0.18,-0.04,0.05,0.01,-1.01,405.06,5.1,411.36,-34.35,0.0,4.0,0
816,817,5.15,2.22,9440,9794,355,1,1,408.21,14.96,0.52,4.63,-30.75,-28.02,-28.84,-0.05,0.62,0.24,-0.07,0.46,0.19,-0.15,0.26,-0.01,-1.27,405.8,4.3,411.52,-31.53,0.0,3.41,1
817,818,17.38,2.5,9460,9926,467,0,1,405.76,12.18,0.54,56.62,-22.47,-19.95,-21.77,-0.18,0.04,-0.02,-0.07,0.65,0.13,-0.07,0.05,0.0,-8.71,398.71,11.52,418.49,-22.94,0.0,2.0,0
818,819,4.65,2.02,9464,9810,347,1,1,408.43,10.81,0.38,24.12,-32.32,-27.25,-29.52,-0.21,0.27,-0.0,-0.37,0.72,0.34,-0.13,0.12,0.02,-1.83,406.05,4.3,412.07,-31.82,0.0,4.0,0
819,820,4.85,2.02,9490,9838,349,1,1,408.03,24.43,0.85,27.67,-32.06,-26.56,-29.32,-0.26,0.09,-0.09,-0.11,0.76,0.39,-0.06,0.08,0.02,-1.84,406.06,4.5,411.97,-32.32,0.0,4.0,0
820,821,4.65,2.02,9492,9834,343,1,1,409.43,41.42,1.43,10.01,-30.53,-28.29,-29.94,-0.2,0.11,-0.06,-0.15,0.45,0.12,-0.1,0.13,0.02,-2.24,406.61,3.89,412.32,-29.97,0.0,3.0,0
821,822,14.86,2.5,9513,9978,466,0,1,404.84,30.35,1.44,29.03,-22.67,-20.99,-21.77,-0.13,0.26,-0.01,-0.05,0.21,0.09,-0.05,0.09,0.02,-7.24,400.63,9.7,417.02,-22.47,0.0,2.0,0
822,823,6.06,2.32,9521,9877,357,1,1,408.39,27.9,0.96,-1.0,-29.49,-27.42,-28.69,-0.14,0.16,-0.02,-0.21,0.37,0.11,-0.09,0.11,0.02,-3.0,405.14,5.26,412.88,-30.53,0.0,3.0,0
823,824,4.45,2.02,9529,9870,342,1,1,408.59,32.12,1.1,12.43,-30.45,-28.87,-29.96,-0.18,0.12,-0.02,-0.07,0.32,0.11,-0.02,0.05,0.02,-1.87,406.17,4.3,411.82,-32.01,0.0,4.0,0
824,825,4.24,1.82,9534,9851,318,1,2,410.98,134.92,4.42,-1.0,30.5,34.61,32.43,-0.17,0.13,0.03,0.2,0.41,0.32,-0.07,0.08,0.0,-1.67,408.38,2.33,411.98,0.0,38.1,8.0,0
825,826,5.05,1.92,9547,9835,289,1,2,411.71,263.19,7.93,-1.0,32.89,38.86,35.76,-0.11,0.17,0.04,0.41,0.65,0.52,-0.07,0.09,0.0,-2.07,408.28,2.38,412.43,0.0,37.96,7.0,0
826,827,5.15,2.02,9547,10006,460,1,1,407.33,17.28,0.8,16.39,-24.06,-21.38,-22.19,-0.15,0.11,-0.03,-0.05,0.5,0.15,-0.08,0.07,0.01,-1.88,405.44,4.9,411.87,-22.46,0.0,2.0,0
827,828,4.65,2.02,9552,9915,364,1,1,409.22,32.14,1.13,55.3,-28.34,-27.91,-28.19,-0.16,0.14,-0.05,-0.17,0.17,0.03,-0.05,0.07,0.01,-2.09,406.71,3.69,411.97,-29.49,0.0,3.0,0
828,829,4.09,1.72,9553,9895,343,1,1,406.62,23.19,0.76,41.78,-30.56,-28.94,-29.73,-0.16,0.14,-0.07,-0.3,0.31,0.03,-0.06,0.14,0.01,-1.23,405.21,5.26,411.11,-30.45,0.0,4.0,0
829,830,3.03,1.82,9576,9866,291,1,2,408.41,33.52,0.98,-1.0,33.44,37.09,35.23,-0.18,1.11,0.28,0.16,0.5,0.32,-0.47,0.14,-0.08,-0.76,406.61,3.87,410.99,0.0,44.44,6.81,1
830,831,4.35,1.82,9584,10054,471,1,1,409.05,28.92,1.27,43.12,-23.61,-20.76,-21.76,-0.1,0.01,-0.04,-0.14,0.3,0.14,-0.03,0.03,-0.0,-2.04,406.05,4.19,412.38,-23.39,0.0,2.0,0
831,832,4.45,1.82,9586,9891,306,1,2,401.39,13.6,0.43,-1.0,31.25,35.06,32.92,-0.21,0.23,-0.01,0.11,0.46,0.31,-0.12,0.24,0.02,4.7,406.41,4.14,405.45,0.0,37.09,7.0,0
832,833,4.75,1.82,9587,9936,350,1,1,408.7,24.71,0.81,11.4,-30.52,-28.63,-29.29,-0.13,0.92,0.24,-0.65,0.57,-0.03,-0.22,0.3,0.02,-1.72,406.61,3.69,411.67,-29.8,0.0,3.25,1
833,834,4.85,1.82,9597,9878,282,1,2,410.89,25.41,0.75,3923.69,33.54,40.59,36.58,-0.05,0.19,0.07,0.26,0.9,0.63,-0.11,0.08,-0.0,-1.57,408.13,2.36,411.66,0.0,45.25,6.0,0
834,835,4.95,2.02,9614,9954,341,1,2,410.89,30.8,1.08,-1.0,28.31,32.95,30.23,-0.03,0.17,0.06,0.19,0.5,0.34,-0.09,0.04,-0.0,-2.78,407.07,3.47,412.94,0.0,35.06,7.0,0
835,836,4.85,1.82,9618,9899,282,1,2,409.43,18.91,0.53,23.11,34.07,39.29,36.45,-0.28,0.21,0.03,0.04,0.73,0.47,-0.1,0.07,-0.03,-2.07,405.91,4.48,412.08,0.0,40.59,6.0,0
836,837,17.48,2.5,9618,10016,399,0,2,409.06,85.08,3.49,-1.0,24.36,27.6,25.71,-0.07,0.09,0.02,0.0,0.35,0.2,-0.06,0.06,-0.01,-9.3,401.06,9.46,419.71,0.0,34.61,8.0,0
837,838,3.64,1.72,9637,9976,340,1,2,409.7,21.54,0.75,-1.0,27.96,32.34,30.23,-0.09,0.17,0.02,0.24,0.43,0.32,-0.05,0.12,0.01,-1.72,407.02,3.54,411.78,0.0,32.95,7.0,0
838,839,4.85,1.82,9647,9923,277,1,2,406.57,33.14,0.87,79.82,33.76,39.96,36.86,-0.08,0.08,0.02,0.14,0.8,0.56,-0.04,0.07,0.0,-1.01,404.24,6.25,411.02,0.0,39.29,6.0,0
839,840,4.5,1.92,9657,9994,338,1,2,410.55,18.01,0.58,56.82,28.54,32.67,30.48,-0.09,0.12,0.03,-0.06,0.53,0.31,-0.04,0.07,0.01,-2.12,407.52,3.03,412.28,0.0,32.34,7.0,0
840,841,5.15,2.02,9678,9965,288,1,2,410.49,40.52,1.17,-1.0,34.46,38.87,35.78,-0.1,0.11,0.02,0.02,0.78,0.39,-0.06,0.08,0.01,-1.36,407.83,2.76,411.47,0.0,39.96,6.0,0
841,842,4.14,1.82,9693,10025,333,1,2,411.16,36.39,1.11,112.74,28.65,33.03,30.98,-0.07,0.1,-0.01,0.21,0.44,0.33,-0.06,0.04,-0.0,-2.07,408.08,2.48,412.53,0.0,32.67,7.0,0
842,843,17.38,2.5,9693,10123,431,0,2,408.91,55.63,2.46,-1.0,22.55,25.61,23.79,-0.18,0.1,0.0,-0.02,0.32,0.18,-0.09,0.05,-0.01,-8.99,400.8,9.82,420.22,0.0,27.6,8.0,0
843,844,5.05,2.02,9703,9991,289,1,2,408.05,27.04,0.81,9910.43,33.39,37.41,35.44,-0.12,0.15,0.02,0.23,0.45,0.35,-0.09,0.1,-0.01,-1.47,405.55,4.94,411.48,0.0,38.87,6.0,0
844,845,4.24,1.82,9710,10088,379,1,1,409.03,38.78,1.44,-1.0,-28.62,-25.4,-27.06,-0.15,-0.0,-0.06,0.1,0.3,0.21,-0.04,0.05,-0.0,-1.53,406.16,4.04,412.32,-31.65,0.0,3.0,0
845,846,6.16,2.43,9715,10028,314,1,1,407.51,107.22,3.38,34.3,-35.09,-30.17,-32.56,-0.71,-0.1,-0.35,0.3,0.5,0.39,-0.18,0.15,-0.0,-2.69,404.09,6.16,412.88,-30.31,0.0,3.68,1
846,847,16.78,2.5,9717,10137,421,0,1,407.68,59.82,2.56,21.58,-25.74,-23.16,-24.28,-0.11,0.13,-0.01,-0.1,0.24,0.14,-0.08,0.05,0.01,-8.84,398.8,11.37,419.7,-22.4,0.0,2.0,0
847,848,5.15,1.92,9719,10007,289,1,2,409.78,15.58,0.43,36.19,33.99,36.4,35.59,-0.06,0.12,0.03,-0.24,0.41,0.19,-0.05,0.05,-0.0,-1.57,407.02,3.37,411.86,0.0,37.41,6.0,0
848,849,4.65,1.92,9730,10110,381,1,1,408.15,17.0,0.59,76.54,-28.64,-25.04,-26.86,-0.24,0.05,-0.05,0.01,0.41,0.24,-0.08,0.05,-0.01,-1.83,404.94,5.31,412.73,-28.53,0.0,3.0,0
849,850,3.84,1.82,9734,10052,319,1,2,409.3,32.88,0.97,22.12,29.46,34.16,32.2,-0.27,0.15,-0.01,-0.24,0.71,0.37,-0.15,0.09,-0.01,-1.57,406.46,3.99,412.22,0.0,33.03,7.0,0
850,851,3.74,1.82,9745,10125,381,1,1,408.35,11.73,0.46,21.69,-27.6,-25.2,-26.88,-0.35,0.06,-0.03,-0.19,0.35,0.11,-0.03,0.08,0.02,-1.08,405.79,4.4,411.97,-28.44,0.0,3.0,0
851,852,4.95,2.12,9747,10047,301,1,1,409.16,32.84,0.96,14.34,-35.02,-33.46,-34.11,-0.14,0.02,-0.05,-0.23,0.38,0.13,-0.07,0.05,0.0,-2.03,405.86,4.4,412.48,-34.65,0.0,4.0,0
852,853,4.85,2.02,9773,10116,344,1,1,408.22,9.92,0.33,10.94,-30.84,-27.46,-29.77,-0.03,0.87,0.26,-1.01,0.31,-0.15,-0.24,0.36,0.0,-1.72,405.04,5.31,412.68,-33.03,0.0,3.75,1
853,854,4.55,1.82,9776,10092,317,1,1,407.35,34.77,1.02,-1.0,-33.85,-30.4,-32.24,-0.12,0.09,-0.04,0.18,0.38,0.27,-0.06,0.06,0.0,-1.01,405.1,5.31,411.87,-34.89,0.0,4.0,0
854,855,4.55,1.82,9798,10092,295,1,2,410.27,104.32,3.17,-1.0,32.83,37.6,34.9,-0.17,0.16,0.0,0.23,0.54,0.41,-0.07,0.07,0.01,-1.82,407.37,3.03,412.83,0.0,36.4,6.0,0
855,856,19.61,2.5,9804,10224,421,0,2,409.24,79.97,3.28,-1.0,22.99,26.26,24.37,-0.35,0.36,-0.0,0.03,0.34,0.19,-0.17,0.15,0.01,-11.02,398.48,12.04,422.54,0.0,25.61,8.0,0
856,857,4.45,1.82,9809,10141,333,1,1,408.81,23.73,0.76,9.24,-33.91,-29.63,-30.8,-0.4,0.18,-0.06,-0.37,0.89,0.28,-0.21,0.16,-0.01,-1.77,405.4,4.85,412.78,-33.59,0.0,4.0,0
857,858,4.45,1.82,9811,10174,364,1,1,409.32,34.91,1.16,12.65,-30.85,-26.29,-28.2,-0.09,0.09,-0.01,0.17,0.55,0.31,-0.06,0.04,-0.0,-1.43,406.05,4.14,412.53,-29.53,0.0,3.0,0
858,859,3.74,1.72,9818,10110,293,1,2,409.22,81.57,2.24,37.8,32.99,37.54,35.06,-0.17,0.21,0.03,0.28,0.57,0.39,-0.1,0.14,-0.02,-1.97,406.16,4.19,413.13,0.0,34.16,7.0,0
859,860,5.26,2.12,9829,10193,365,1,1,409.32,12.81,0.44,10.59,-31.99,-26.49,-28.12,-0.19,0.11,-0.07,-0.03,0.89,0.37,-0.09,0.1,0.01,-2.09,405.3,4.8,413.13,-30.48,0.0,3.0,0
860,861,4.4,1.82,9834,10120,287,1,2,409.04,38.36,1.01,39.47,34.22,38.84,35.78,-0.08,0.17,0.01,-0.06,0.73,0.4,-0.08,0.02,-0.01,-1.77,405.96,4.34,412.87,0.0,37.6,6.0,0
861,862,4.55,1.82,9841,10156,316,1,1,409.98,11.75,0.39,4.74,-37.54,-29.74,-32.55,-0.14,0.06,-0.04,-0.31,1.21,0.55,-0.06,0.07,0.0,-1.82,406.37,3.79,412.88,-32.99,0.0,4.0,0
862,863,19.61,2.5,9842,10264,423,0,1,406.72,98.22,4.14,116.35,-25.44,-22.7,-24.09,-0.12,0.14,-0.0,-0.1,0.23,0.16,-0.05,0.07,0.01,-9.35,397.24,12.78,420.71,-24.76,0.0,2.0,0
863,864,5.05,2.02,9857,10220,364,1,1,409.86,22.94,0.85,17.77,-32.31,-26.15,-28.23,-0.22,0.04,-0.07,-0.13,1.47,0.41,-0.12,0.1,0.01,-1.58,406.16,3.84,412.78,-31.21,0.0,3.0,0
864,865,4.65,2.02,9867,10149,283,1,2,410.75,38.52,1.04,30.07,33.85,38.63,36.44,-0.11,0.36,0.07,-0.08,0.75,0.43,-0.11,0.03,-0.03,-1.47,408.03,2.07,412.67,0.0,38.84,6.0,0
865,866,17.38,2.5,9873,10298,426,0,2,410.06,47.49,2.08,-1.0,22.74,25.89,24.13,-0.27,0.38,0.02,0.12,0.28,0.19,-0.18,0.17,0.02,-9.8,400.8,9.42,421.43,0.0,26.26,8.0,0
866,867,5.96,2.22,9876,10181,306,1,1,406.7,25.49,0.81,15.95,-37.89,-31.07,-33.35,-0.36,0.18,-0.07,-0.19,1.27,0.53,-0.11,0.15,0.01,-2.08,402.32,7.63,413.23,-36.85,0.0,4.0,0
867,868,4.75,1.92,9891,10204,314,1,1,409.16,14.02,0.44,9.57,-37.15,-28.68,-32.69,-0.12,0.09,-0.03,0.0,1.37,0.67,-0.06,0.08,-0.0,-2.22,404.86,5.1,413.39,-37.69,0.0,4.0,0
868,869,7.38,2.32,9891,10254,364,1,1,410.07,26.98,1.01,18.11,-31.7,-26.11,-28.25,-0.12,0.02,-0.03,0.1,0.71,0.38,-0.03,0.05,0.01,-3.7,403.88,6.01,415.05,-31.65,0.0,3.0,0
869,870,13.74,2.5,9902,10260,359,0,2,409.3,99.15,3.67,-1.0,26.96,30.64,28.6,-0.17,0.11,0.01,0.07,0.35,0.26,-0.06,0.08,0.01,-7.93,402.27,7.79,419.52,0.0,37.54,7.0,0
870,871,17.08,2.5,9911,10343,433,0,1,406.13,50.77,2.07,147.03,-25.13,-21.42,-23.51,-0.24,0.34,-0.01,0.02,0.31,0.21,-0.15,0.15,0.0,-9.13,397.7,12.13,420.56,-25.12,0.0,2.0,0
871,872,17.69,2.5,9917,10341,425,0,2,409.8,22.26,0.97,-1.0,22.92,25.91,24.17,-0.13,0.18,0.01,0.05,0.27,0.18,-0.06,0.1,0.0,-9.8,400.55,9.67,421.43,0.0,25.89,8.0,0
872,873,4.75,1.82,9931,10224,294,1,2,410.01,82.79,2.52,-1.0,32.81,37.98,35.0,-0.12,0.11,-0.0,0.13,0.68,0.44,-0.05,0.08,0.0,-1.52,407.32,2.69,412.92,0.0,38.63,6.0,0
873,874,4.55,1.92,9941,10250,310,1,1,408.59,52.06,1.69,22.78,-36.36,-30.4,-33.07,-0.16,0.1,-0.03,0.14,0.79,0.48,-0.1,0.08,0.01,-1.48,404.79,5.15,412.88,-36.4,0.0,4.0,0
874,875,4.95,2.02,9949,10292,344,1,2,400.61,41.67,1.42,52.52,27.85,33.57,29.21,-0.28,0.15,0.01,-0.02,1.78,0.42,-0.14,0.07,-0.02,4.09,405.05,5.1,407.5,0.0,30.64,7.0,0
875,876,6.16,2.12,9951,10368,418,1,2,410.05,22.23,0.85,21.18,23.4,26.13,24.6,-0.14,0.11,0.03,-0.25,0.51,0.11,-0.09,0.07,-0.01,-2.98,406.01,4.2,414.51,0.0,25.91,8.0,0
876,877,5.15,2.02,9988,10265,278,1,2,411.85,57.82,1.49,33.1,35.51,39.44,37.19,-0.09,0.13,0.02,0.13,0.47,0.35,-0.08,0.09,-0.01,-2.53,407.83,2.18,414.09,0.0,37.98,6.0,0
877,878,4.85,2.02,9990,10285,296,1,1,407.96,40.84,1.24,15.66,-36.75,-32.48,-34.59,-0.3,0.19,-0.02,0.28,0.43,0.36,-0.12,0.17,0.01,-1.6,403.83,6.06,413.13,-35.72,0.0,4.0,0
878,879,4.19,1.72,9993,10326,334,1,1,408.74,78.82,2.71,22.01,-32.94,-28.09,-30.7,-0.27,0.2,-0.02,0.09,0.52,0.36,-0.03,0.08,0.03,-1.27,405.04,4.85,412.78,-29.33,0.0,3.0,0
879,880,4.95,2.12,10017,10351,335,1,1,409.91,21.93,0.72,29.54,-33.73,-28.22,-30.7,-0.18,0.09,-0.05,-0.04,0.77,0.41,-0.04,0.07,0.01,-2.28,405.4,4.7,413.69,-32.83,0.0,3.0,0
880,881,4.55,1.92,10018,10350,333,1,2,409.6,63.55,1.97,30.31,28.37,33.03,30.86,-0.03,0.23,0.07,0.27,0.46,0.35,-0.08,0.11,-0.0,-1.52,406.97,3.38,413.1,0.0,33.57,7.0,0
881,882,13.24,2.5,10027,10453,427,0,1,405.7,87.0,3.76,52.33,-25.35,-22.45,-23.82,-0.17,0.13,-0.01,0.11,0.21,0.17,-0.07,0.11,0.01,-6.33,399.62,10.51,417.63,-24.62,0.0,2.0,0
882,883,4.14,1.72,10028,10331,304,1,1,410.09,53.75,1.56,142.61,-34.63,-32.34,-33.85,-0.12,0.09,-0.04,-0.2,0.35,0.17,-0.04,0.08,0.01,-0.88,407.08,3.18,412.38,-36.29,0.0,4.0,0
883,884,17.38,2.5,10032,10401,370,0,2,370.18,19.02,0.71,28.43,23.55,27.2,25.1,-0.06,0.04,-0.02,0.07,0.99,0.25,-0.04,0.04,-0.0,-9.45,361.79,48.82,420.87,0.0,26.13,8.0,0
884,885,4.14,1.82,10044,10380,337,1,1,408.29,29.32,0.98,27.91,-32.02,-27.68,-30.39,-0.22,0.24,-0.03,0.04,0.68,0.32,-0.05,0.1,0.03,-1.12,405.6,4.8,412.32,-33.41,0.0,3.0,0
885,886,4.95,2.02,10050,10374,325,1,1,409.38,24.14,0.74,-1.0,-32.6,-31.06,-31.6,-0.28,0.11,-0.08,-0.14,0.68,0.04,-0.12,0.1,0.01,-1.83,405.92,4.55,413.13,-34.63,0.0,4.0,0
886,887,7.28,2.22,10070,10433,364,1,2,409.8,51.73,1.89,-1.0,27.24,30.78,28.24,-0.25,0.17,0.02,-0.03,0.49,0.24,-0.14,0.09,-0.02,-3.59,405.15,5.71,415.16,0.0,33.03,7.0,0
887,888,4.24,1.82,10072,10399,328,1,1,407.38,19.25,0.61,13.46,-33.74,-30.37,-31.16,-0.12,0.09,-0.02,-0.24,0.95,0.22,-0.04,0.05,0.01,-1.08,404.79,5.86,412.27,-32.08,0.0,4.0,0
888,889,17.18,2.5,10082,10501,420,0,2,410.8,69.25,2.99,-1.0,23.13,26.37,24.52,-0.09,0.09,0.03,0.1,0.32,0.19,-0.05,0.07,-0.0,-9.8,401.21,9.81,420.93,0.0,27.2,8.0,0
889,890,4.75,1.92,10093,10457,365,1,2,409.32,19.69,0.71,51.74,27.48,30.56,28.13,-0.1,0.25,0.06,-0.07,0.63,0.2,-0.08,0.09,-0.0,-1.67,406.72,4.34,413.25,0.0,30.78,7.0,0
890,891,4.75,1.92,10099,10443,345,1,1,410.4,65.22,2.02,72.26,-32.76,-28.07,-29.84,-0.18,0.1,-0.04,0.07,0.68,0.34,-0.09,0.11,0.01,-2.33,406.77,4.04,413.59,-31.84,0.0,3.0,0
891,892,17.28,2.5,10105,10529,425,0,1,406.35,52.27,2.28,62.46,-25.47,-22.41,-23.97,-0.13,0.17,-0.02,-0.1,0.26,0.18,-0.08,0.14,-0.0,-8.35,399.55,11.22,418.94,-24.79,0.0,2.0,0
892,893,4.45,1.82,10109,10439,331,1,1,410.61,23.21,0.73,29.46,-33.72,-29.63,-31.11,-0.19,0.14,-0.02,-0.46,1.48,0.19,-0.08,0.06,-0.01,-1.93,407.22,3.74,413.23,-32.43,0.0,4.0,0
893,894,3.94,1.72,10119,10430,312,1,2,410.51,184.0,5.54,-1.0,32.07,34.62,33.01,-0.12,0.17,0.04,-0.31,0.58,0.11,-0.1,0.12,0.01,-2.17,407.47,3.63,413.69,0.0,39.44,6.0,0
894,895,10.11,2.5,10120,10542,423,0,2,409.07,25.05,1.06,142.49,23.24,25.97,24.24,-0.14,0.12,-0.02,-0.15,0.28,0.15,-0.08,0.11,0.0,-4.95,404.95,6.28,415.77,0.0,26.37,8.0,0
